"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","ATTRIBUTE_Con/Inf","ATTRIBUTE_Gut_section","ATTRIBUTE_Organism","ATTRIBUTE_Pool","ATTRIBUTE_Time_point","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:2","GNPSGROUP:3","GNPSGROUP:4","GNPSGROUP:ACN","GNPSGROUP:AM","GNPSGROUP:Blank","GNPSGROUP:c1","GNPSGROUP:c2","GNPSGROUP:c3","GNPSGROUP:Con","GNPSGROUP:Extraction_blank","GNPSGROUP:H","GNPSGROUP:Inf","GNPSGROUP:No_gut_section","GNPSGROUP:No_timepoint","GNPSGROUP:PBS","GNPSGROUP:PM","GNPSGROUP:R.prolixus_starved","GNPSGROUP:Starved","GNPSGROUP:T.cruzi_epi","GNPSGROUP:T.cruzi_tryp","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,3,0,1,2","0","134","59","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","88799.9325972222","114026.39029411765","107123.6602720588","105947.15913235291","0.0","0.0","116532.78278947368","179691.34721428578","80015.13212962965","85680.61988888899","121152.70750000006","95616.15317283956","419279.8101666668","136208.67678947365","90095.87914197527","209639.9050833334","206597.80033333326","0.0","43465.59642105265","204569.73049999983","204569.73049999983","13761.372338888905","191724.32093055555","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""134.0"",""main.cluster index_upperinput"":""134.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","134","75","316.3205","","316.3205","9.4303","9.4303","false","134","","","","1.8141641622500006E7","N/A"
"","N/A","M+NH4","Spectral Match to Surfynol PSA-336 from NIST14","Isolated","Data deposited by mjmeehan","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138067","N/A","QqQ","ESI","Positive","3","4.95731","0.7070529999999999","17197.8","Data from Gabriel Haddad","7","N/A","CCMSLIB00003138067","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","4785","3","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","16578.915958333346","5570.80374264706","6854.96804411765","2698.869272058824","1048.9171111111116","0.0","16852.65498245614","0.0","5817.94696296296","6267.651407407417","6647.457259259244","6244.351876543206","0.0","0.0","5379.820432098772","0.0","17791.5775","0.0","4347.899745614039","29652.629166666666","29652.629166666666","3488.3713055555577","8716.72971527778","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4785.0"",""main.cluster index_upperinput"":""4785.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4785","31","293.2103","","293.2103","11.2336","11.2336","false","4785","","","","1208431.6195000003","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","7468","1","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","29227.787944444444","36045.54198529408","35522.16832352941","38002.8059264706","25514.48727777781","0.0","31740.863614035086","0.0","5380.980444444452","16309.958666666691","0.0","7230.313037037047","0.0","36809.49988596491","51064.046154320975","0.0","6948.360533333328","0.0","16117.504964912283","11580.600888888881","11580.600888888881","30944.33438333334","26900.736111111102","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7468.0"",""main.cluster index_upperinput"":""7468.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7468","32","669.44","","669.44","15.8724","15.8724","false","7468","","","","4826068.5025","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","10458","28","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","29621.557055555553","106122.24494852933","39237.87308088234","93461.01219852932","73313.4958888889","0.0","6209.336271929837","0.0","41985.18792592593","31540.044129629656","25917.523388888923","33147.585148148166","0.0","50879.30856140351","93720.66293209867","0.0","50543.60290000003","0.0","136498.76109649113","84239.33816666671","84239.33816666671","61718.675844444435","65578.43428472216","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10458.0"",""main.cluster index_upperinput"":""10458.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","10458","42","786.5318","","786.5318","18.9746","18.9746","false","10458","","","","1.1034482137999997E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Con","PM,AM","T.cruzi_tryp","3,c2,c1,2","3,2","0","8152","73","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10512.139205882417","16427.70229411759","0.0","0.0","3410.647385964906","0.0","26475.01725925942","41373.4724444443","0.0","22616.163234567906","0.0","0.0","0.0","0.0","0.0","0.0","28728.110894736856","0.0","0.0","0.0","25443.183638888895","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8152.0"",""main.cluster index_upperinput"":""8152.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=73&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","8152","3","524.5028","","524.5028","18.3574","18.3574","false","8152","","","","1831909.2220000005","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,1,2","No_timepoint,4,3,0,1,2","0","3149","7","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","127709.27163888888","113669.1880735294","87514.02830882352","109636.28541911764","125494.71841666647","0.0","69123.51507017539","0.0","0.0","114248.91822222211","45251.64001851854","53166.85274691355","0.0","108705.02542982456","141272.1511419753","0.0","53304.085033333235","0.0","112506.90845614033","88840.14172222206","88840.14172222206","139128.48311111107","44833.27548611111","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3149.0"",""main.cluster index_upperinput"":""3149.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","3149","36","766.5341","","766.5341","19.9821","19.9821","false","3149","","","","1.6549120590499995E7","N/A"
"","N/A","M+H","""""""MLS000863599-01!2,3,6,8-tetrahydroxy-1,4,7-tris(3-methylbut-2-enyl)xanthen-9-one""""""","NIH Natural Product Library","VVP/LMS","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079729","N/A","qTof","LC-ESI","Positive","1","10.0687","0.761311","21642.5","Dorrestein","11","CC(=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O)C","CCMSLIB00000079729","Inf,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_epi,PBS","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","15602","11","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","4987.17318055555","3335.6688308823605","621.2777058823531","1781.6771764706014","4019.6109999999944","0.0","729.0328421052625","2498.420571428601","2795.5343518518685","5376.179351851853","2399.3680370370566","3523.6939135802595","0.0","4398.2908245614135","2093.885765432098","2914.8240000000346","1165.9296000000138","5829.648000000069","2855.552719298253","0.0","0.0","5055.821711111122","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""15602.0"",""main.cluster index_upperinput"":""15602.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","15602","13","475.2967","","475.2967","15.3318","15.3318","false","15602","","","","472512.8980000012","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","3,0,1,2","0","770","81","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","11980.04505555554","6355.761904411774","8770.900705882346","7806.035544117653","0.0","0.0","2093.7117982456157","0.0","7861.041388888886","790.0642777777776","4112.027648148146","4254.377771604936","0.0","15270.126903508766","10161.114179012347","0.0","0.0","0.0","3121.3340701754414","0.0","0.0","876.2327611111103","15122.137493055556","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""770.0"",""main.cluster index_upperinput"":""770.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=81&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","770","12","769.5554","","769.5554","14.6078","14.6078","false","770","","","","1167654.848","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Blank,Con","H,ACN,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,PBS,Extraction_blank,ACN","c3,3,c2,c1,1,2,ACN","No_timepoint,3,0,1,2,ACN","0","407","77","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","14363.097041666686","24209.184227941198","33272.97517647061","38178.87758823535","0.0","84866.11799999991","21054.66815789476","73295.94892857147","23486.47840740739","23232.603296296296","25027.04164814819","23915.37445061729","38933.93699999968","26531.89897368423","28744.88366666671","71367.58741666673","28547.03496666669","103801.23783333378","27246.43124561406","0.0","0.0","10567.711527777774","46033.15097222228","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""407.0"",""main.cluster index_upperinput"":""407.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=77&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","407","78","538.8573","","538.8573","8.6715","8.6715","false","407","","","","4778552.550000004","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2621","170","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","132184.54579166658","106031.61721323525","115142.07511029411","138830.30197058813","121110.72047222203","0.0","58082.48212280702","248214.27999999962","57611.813444444524","99637.76435185196","73613.35759259248","76954.31179629633","308174.62650000025","137543.67900877184","131937.0343950616","289583.32666666625","254120.62676666662","270992.02683333226","137610.8297982456","230478.82683333353","230478.82683333353","120278.68215555552","84654.41177083326","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2621.0"",""main.cluster index_upperinput"":""2621.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=170&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2621","104","643.3872","","643.3872","17.2942","17.2942","false","2621","","","","2.073200844299998E7","N/A"
"M+H","N/A","M+Na","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138799","N/A","HCD","ESI","Positive","3","15.9981","0.890048","20443.1","Data from Pieter C. Dorrestein","9","N/A","CCMSLIB00003138799","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c2,c1,1,2","0,1,2","0","6219","15","Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14","Isolated","Data deposited by quinnr","N/A","0.0","0.0","0.0","0.0","0.0","0.0","9838.827263888892","10496.546882352926","12980.777301470624","0.0","0.0","0.0","20799.187868421064","0.0","12200.79498148149","3371.48616666666","0.0","5190.76038271605","0.0","0.0","9445.705154320996","0.0","0.0","0.0","0.0","0.0","0.0","10597.877816666678","3218.676458333329","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003135909","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6219.0"",""main.cluster index_upperinput"":""6219.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.015136700000000001","0.7896350000000001","19.7456","6219","7","766.5699","Data from Rohwer","766.5699","18.5055","18.5055","false","6219","6","N/A","CCMSLIB00003135909","1185553.7085000006","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,1,2","0","9493","142","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12491.983580882352","11861.954948529396","21620.533132352943","51266.54375000004","0.0","1518.578307017547","0.0","18149.77674074074","12176.623092592594","18671.425962962985","16332.60859876544","0.0","0.0","16827.904716049376","0.0","0.0","0.0","45604.25640350877","0.0","0.0","28137.633983333337","2133.5349999999958","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9493.0"",""main.cluster index_upperinput"":""9493.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","9493","20","694.5592","","694.5592","15.1134","15.1134","false","9493","","","","2686001.5785","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","645","196","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","19075.699416666666","16176.05122058822","18193.748191176477","22075.02372794118","29406.61333333335","0.0","23304.87117543856","24226.5172142857","19273.292925925973","19300.85925925921","20936.72298148145","19836.958388888877","30120.01483333332","19894.608228070192","19079.483296296305","28264.27008333332","23774.81793333333","26408.525333333317","15384.17717543861","20781.849833333337","20781.849833333337","23966.81638333332","13822.47641666668","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""645.0"",""main.cluster index_upperinput"":""645.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=196&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","645","146","285.2785","","285.2785","14.5476","14.5476","false","645","","","","3508854.0455","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","2483","50","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","102529.99041666678","83737.60058088232","81112.35977205873","84016.80500735292","162814.7686944442","0.0","57697.80962280704","0.0","109596.1971481482","96836.66311111105","71697.55051851849","92710.13692592591","0.0","106271.64946491225","98982.49657407402","0.0","0.0","0.0","108435.86220175431","0.0","0.0","158002.43594444438","18151.167756944444","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2483.0"",""main.cluster index_upperinput"":""2483.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=50&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2483","86","583.4264","","583.4264","17.2094","17.2094","false","2483","","","","1.5527103313499987E7","N/A"
"","N/A","M+Na","(2-{[3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium","Commercial","C-TAC","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005436356","","qTof","LC-ESI","Positive","3","39.9928","0.77788","51104.6","O Laprevote","15","","CCMSLIB00005436356","Inf,Con","AM","T.cruzi_tryp","c3,3,1,2","3,0,1,2","0","4815","15","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","144272.6088333334","19868.7985220588","19868.7985220588","40055.07408088237","0.0","0.0","114822.67048245615","0.0","0.0","0.0","91484.03261111115","30494.67753703705","0.0","0.0","50306.46095061728","0.0","0.0","0.0","0.0","0.0","0.0","0.0","90901.28079861111","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4815.0"",""main.cluster index_upperinput"":""4815.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4815","3","822.5598","","822.5598","15.69","15.69","false","4815","","","","6544892.217500001","N/A"
"M-H2O+H","N/A","M-H2O+H","NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-","isolated","lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000853048","InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","9.15527e-05","0.952974","0.22049699999999997","Jadhav/Dorrestein","7","CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C/5=C(C)/C(=O)O[C@@H]5C[C@@H]24)C1(C)C","CCMSLIB00000853048","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","12","2","NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-","isolated","lfnothias","N/A","0.0","0.0","0.0","0.0","0.0","0.0","8210560.644986111","8919801.599933822","8788553.323625","9839715.209647058","1.5084544030805556E7","0.0","9050650.125587719","1.0984004553571425E7","7816320.8150925925","7770814.458759258","8420122.0375","8002419.10378395","1.2953573192666661E7","9517239.67517544","9972694.857086418","1.2814671979166662E7","1.1773215371833332E7","1.2675770765666666E7","8724994.927885965","1.1078910966944447E7","1.1078910966944447E7","1.1774754344477776E7","5503560.275381944","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000853048","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12.0"",""main.cluster index_upperinput"":""12.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","9.15527e-05","0.952974","0.22049699999999997","12","175","415.2109","Jadhav/Dorrestein","415.2109","9.2001","9.2001","false","12","7","CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C/5=C(C)/C(=O)O[C@@H]5C[C@@H]24)C1(C)C","CCMSLIB00000853048","1.6325824614080002E9","N/A"
